LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1670855244.304175,1258562.750,7109,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855244.356030,1258613.000,7109,4,EM,1,100,PS
1670855244.407886,1258663.250,7142,4,EM,1,100,RS
1670855244.459740,1258713.500,7142,4,EM,1,100,RB
1670855244.511595,1258763.750,7142,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855244.563451,1258814.000,7142,4,EM,1,100,PS
1670855244.615306,1258864.250,7175,4,EM,1,100,RS
1670855244.667161,1258914.500,7175,4,EM,1,100,RB
1670855244.719016,1258964.750,7175,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855244.770871,1259015.000,7175,4,EM,1,100,PS
1670855244.822726,1259065.250,7209,4,EM,1,100,RS
1670855244.874581,1259115.500,7209,4,EM,1,100,RB
1670855244.926436,1259165.750,7209,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855244.978291,1259216.000,7209,4,EM,1,100,PS
1670855245.030146,1259266.250,7243,4,EM,1,100,RS
1670855245.082001,1259316.500,7243,4,EM,1,100,RB
1670855245.133856,1259366.750,7243,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855245.185711,1259417.000,7243,4,EM,1,100,PS
1670855245.238082,1259467.750,7277,4,EM,1,100,RS
1670855245.290453,1259518.500,7277,4,EM,1,100,RB
1670855245.342824,1259569.250,7277,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855245.395195,1259620.000,7277,4,EM,1,100,PS
1670855245.447050,1259670.250,7311,4,EM,1,100,RS
1670855245.498905,1259720.500,7311,4,EM,1,100,RB
1670855245.550761,1259770.750,7311,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855245.602616,1259821.000,7311,4,EM,1,100,PS
1670855245.654471,1259871.250,7345,4,EM,1,100,RS
1670855245.706326,1259921.500,7345,4,EM,1,100,RB
1670855245.758181,1259971.750,7345,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855245.810036,1260022.000,7345,4,EM,1,100,PS
1670855245.861891,1260072.250,7378,4,EM,1,100,RS
1670855245.913746,1260122.500,7378,4,EM,1,100,RB
1670855245.965601,1260172.750,7378,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855246.017456,1260223.000,7378,4,EM,1,100,PS
1670855246.069311,1260273.250,7412,4,EM,1,100,RS
1670855246.121166,1260323.500,7412,4,EM,1,100,RB
1670855246.173021,1260373.750,7412,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855246.224876,1260424.000,7412,4,EM,1,100,PS
1670855246.276731,1260474.250,7443,4,EM,1,100,RS
1670855246.328586,1260524.500,7443,4,EM,1,100,RB
1670855246.380441,1260574.750,7443,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855246.432297,1260625.000,7443,4,EM,1,100,PS
1670855246.484152,1260675.250,7477,4,EM,1,100,RS
1670855246.536007,1260725.500,7477,4,EM,1,100,RB
1670855246.587862,1260775.750,7477,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855246.639717,1260826.000,7477,4,EM,1,100,PS
1670855246.691572,1260876.250,7511,4,EM,1,100,RS
1670855246.743427,1260926.500,7511,4,EM,1,100,RB
1670855246.795282,1260976.750,7511,4,EM,1,100,2022-12-12_16-27-05-140907.csv
1670855246.847137,1261027.000,7511,4,EM,1,100,PS
1670855246.898992,1261077.250,7547,4,EM,1,100,RS
1670855246.950847,1261127.500,7547,4,EM,1,100,RB
1670855247.002702,1261177.750,7547,4,EM,1,100,2022-12-12_16-27-05-140907.csv
